"","Trait.1","genetic.value"
"12290",156.63,156.160758140776
"12291",159.16,157.945763199332
"12292",159.33,156.811911198012
"12293",159.46,162.288684889942
"12294",163.85,160.708814211437
"12295",150.37,151.841251448908
"12296",152.68,160.674969095763
"12297",133.94,145.008088740502
"12298",146.73,149.722878374636
"12299",161.54,154.211294420608
"12300",153.97,155.73805625077
"12301",162.23,161.463971512056
"12302",155.3,148.92926509875
"12303",142.87,145.670489404314
"12304",166.38,160.743853158358
"12305",159,159.266153087212
"12306",147.48,151.39685007159
"12307",172.95,160.12851272892
"12308",159.37,161.182722731276
"12309",153.88,147.086696292013
"12310",161.63,155.190711471695
"12311",152.54,154.589962384631
"12312",137.8,148.954268049538
"12313",159.76,152.54433915686
"12314",154.38,157.741260082184
"12315",162.61,158.562990153338
"12316",146.9,151.268921234
"12317",139.4,149.270752118179
"12318",177.56,162.298880761016
"12319",131.69,144.90518553313
"12320",153.89,153.520387881504
"12321",150.16,153.029746404402
"12322",135.93,145.185030814807
"12323",151.8,152.612648164397
"12324",167.41,158.059511720932
"12325",154.84,150.916424431111
"12326",149.66,151.923950626437
"12327",152.2,154.316020843097
"12328",161.88,158.274939368974
"12329",138.84,152.548122848588
"12330",143.87,147.535702141712
"12331",145.69,142.634097430549
"12332",158.04,156.862914286186
"12333",169.63,162.797960607794
"12334",167.87,163.236259306124
"12335",141.89,152.566870447226
"12336",151.1,155.830016507005
"12337",181.76,163.532512225718
"12338",152.31,152.791112914115
"12339",133.38,141.807955475419
"12340",148.61,148.694707712882
"12341",161.61,154.932848965686
"12342",138.49,140.893937840588
"12343",149.75,144.354638845552
"12344",158.35,156.774954529527
"12345",164.24,159.306360466138
"12346",168.45,159.583103353853
"12347",147.43,151.620503812429
"12348",157.61,154.710565106999
"12349",159.51,158.152269039948
"12350",145.18,146.614267938016
"12351",166.33,158.269462951336
"12352",158.7,155.484954854128
"12353",156.47,152.808025080508
"12354",156.44,156.027157513779
"12355",157.32,157.603486342943
"12356",158.71,151.722570187326
"12357",173.94,161.300047494639
"12358",148.75,151.964090098497
"12359",150.14,156.311200111942
"12360",141.66,146.922805241626
"12361",138.5,145.707509227795
"12362",141.06,150.514837886874
"12363",146.54,153.184227957925
"12364",141.55,147.643733823671
"12365",156.7,149.136928937063
"12366",149.52,147.94087365152
"12367",145,150.753609617908
"12368",136.46,146.890916383924
"12369",149.5,150.482568418917
"12370",150.96,149.373496716361
"12371",163.75,157.610571183982
"12372",146.16,143.344870750581
"12373",151.61,144.670396361965
"12374",138.53,145.088908576414
"12375",154.72,151.692963178622
"12376",162.64,151.048560266431
"12377",134.53,142.590799793043
"12378",144,142.893011400779
"12379",131.14,143.215124716594
"12380",154.99,155.029039481571
"12381",150.08,147.72697512368
"12382",162.76,150.730561411682
"12383",160.34,153.317737139204
"12384",153.92,148.488908144786
"12385",138.5,139.701360732786
"12386",152.73,147.993932763995
"12387",147.68,152.046628689321
"12388",134.63,140.977155607957
"12389",146.17,144.969306480349
"12390",146.57,150.465030912475
"12391",150.82,152.599568953158
"12392",163.07,144.463247698626
"12393",140.47,148.292500897657
"12394",153.85,153.085847881805
"12395",142,147.476396934329
"12396",135.06,148.962587158543
"12397",154.7,151.810993198623
"12398",155.28,146.463002501005
"12399",148.52,150.75295092694
"12400",165.28,152.244113031725
"12401",143.76,144.201159379525
"12402",139.43,143.865225864263
"12403",149.07,146.404548588762
"12404",150.77,154.816268698554
"12405",147.87,148.88371422132
"12406",149.84,148.572672973864
"12407",162.28,154.999506238352
"12408",138.45,146.317619628584
"12409",147.5,141.333624714573
"12410",160.15,146.273997814085
"12411",151.66,151.125844263495
"12412",145.62,153.431077422121
"12413",134.37,145.658204405497
"12414",148.85,151.548255067513
"12415",149.11,154.584482103835
"12416",162.24,157.249682455857
"12417",148.08,151.52801838132
"12418",154.51,151.671645178524
"12419",150.38,152.613343815751
"12420",146.96,149.906375217598
"12421",157.3,150.808189080075
"12422",162.37,152.144133106491
"12423",157.93,150.93882015842
"12424",150.84,149.799061019385
"12425",156.91,151.352911504953
"12426",146.47,143.930370726518
"12427",140.64,144.180402598469
"12428",143.08,147.782822694099
"12429",161.79,152.066003139253
"12430",158.36,147.408444907275
"12431",153.71,153.561331761631
"12432",147.63,148.495175107534
"12433",156.08,150.901564782452
"12434",148.84,152.366447976347
"12435",157.2,149.341686565663
"12436",153.49,149.087894834068
"12437",147.15,145.033281406561
"12438",146.46,146.889740999984
"12439",142.24,149.058523637027
"12440",154.23,151.465954245817
"12441",144.92,151.017259520701
"12442",145.68,144.231206647758
"12443",138.13,144.866039940101
"12444",150.68,150.64881230045
"12445",147.1,147.232152949774
"12446",150.69,152.920957843569
"12447",141.39,150.02100793941
"12448",156.51,155.662703351253
"12449",147.98,147.252216840531
"12450",142.12,145.989253015211
"12451",139.68,148.897149047954
"12452",138.97,145.007669081535
"12453",143.81,146.795284896132
"12454",148.13,147.916999211965
"12455",137.61,148.020864624262
"12456",167.58,153.81370902811
"12457",136.6,148.234673125501
"12458",150.81,147.77537887713
"12459",146.78,149.304530012857
"12460",144.31,143.391083318752
"12461",148.49,146.431442698872
"12462",142.05,141.61534068653
"12463",139.65,142.827316971074
"12464",132.47,148.042371407889
"12465",132.48,143.871169348959
"12466",135.92,142.256921379772
"12467",151.81,146.493808034651
"12468",146.54,144.4788630747
"12469",153.3,144.088093819314
"12470",146.6,145.664280115941
"12471",157.68,145.109041047201
"12472",151.32,144.911746976022
"12473",134.82,146.100764383421
"12474",154.77,150.132700186182
"12475",124.53,145.895804768329
"12476",151.93,145.016648748677
"12477",137.86,146.519081570625
"12478",150.15,147.390201230106
"12479",151.64,145.325029685979
"12480",133.51,142.544081698802
"12481",137.48,142.992776667218
"12482",143.1,145.350652728386
"12483",139.83,144.719311344168
"12484",136.01,143.993991116184
"12485",133.85,144.780481582684
"12486",161.22,146.826556032147
"12487",140.58,142.994248699092
"12488",164.4,148.180115898016
"12489",134.91,145.212204510834
"12490",150.92,146.608045621769
"12491",149.07,145.793464141308
"12492",150.92,143.33514241404
"12493",149.26,145.857296433874
"12494",153.9,146.55025133001
"12495",147.5,145.177040538712
"12496",139.94,143.718068989722
"12497",136.43,144.84730414486
"12498",142.37,140.884185681728
"12499",150.3,146.406458751338
"12500",145.1,145.855316239194
"12501",151.86,144.282934049102
"12502",157.89,145.30993221869
"12503",151.13,149.005925206671
"12504",143.15,144.906863194429
"12505",137.73,144.798661460679
"12506",130.72,143.396175372085
"12507",147.19,146.504427571411
"12508",137.69,146.116533702628
"12509",153.32,148.321756030275
"12510",153.95,148.103783824988
"12511",141.52,141.184151509241
"12512",141.16,144.248312024849
"12513",144.2,142.203941722153
"12514",161.42,148.872045610829
"12515",156.62,150.101570014707
"12516",155.91,149.220525122891
"12517",138.92,145.418059121422
"12518",144.9,145.920294488779
"12519",135.21,142.042889431459
"12520",151.51,142.591193676388
"12521",151.17,145.764935825172
"12522",140.33,147.611971291496
"12523",147.25,143.358809795965
"12524",149.14,143.533613778123
"12525",143.98,150.163092715396
"12526",139.92,143.137878341887
"12527",137.64,145.840122012721
"12528",141.64,149.008459753954
"12529",144.34,147.128260896845
"12530",160.96,144.409888137152
"12531",142.42,146.103669712176
"12532",136.4,142.671981731992
"12533",152.5,145.306788630693
"12534",133.04,140.76796627228
"12535",154.37,148.38725711349
"12536",138.4,145.906956851707
"12537",154.54,147.802164421877
"12538",148.16,147.27304162112
"12539",146.64,147.328993913258
"12540",133.82,144.260197451964
"12541",148.72,147.220635823696
"12542",135.71,147.133161420612
"12543",145.97,145.15543563079
"12544",149.71,148.193299620171
"12545",151.12,148.338836063388
"12546",134.25,146.464020633703
"12547",144.09,147.528325141673
"12548",147.19,143.921987368769
"12549",145.26,143.123673727518
"12550",127.69,142.945618776177
"12551",151.87,151.230761639947
"12552",139.78,142.367669230909
"12553",144.08,144.451606051149
"12554",145.22,143.991773208451
"12555",142.24,141.660076861976
"12556",151.61,143.49852084111
"12557",149.97,147.0392995606
"12558",138.66,141.113385626404
"12559",144.35,145.824961251375
"12560",138.53,142.149760884701
"12561",159.67,148.122790003626
"12562",140.21,145.84512890261
"12563",152.36,148.495549900599
"12564",144.83,147.617459989354
"12565",140.45,148.301350819537
"12566",131.65,141.620159661365
"12567",153.92,144.150293196508
"12568",152.66,148.381299328102
"12569",143.02,148.3558208102
"12570",147.59,148.13746943676
"12571",140.9,145.823826170308
"12572",149.07,153.191767412926
"12573",159.68,150.2030899767
"12574",146.76,145.397707656388
"12575",153.03,147.078790307158
"12576",150.02,146.89811077102
"12577",138.72,140.962192192145
"12578",151.26,143.339724024079
"12579",138.02,144.067270971336
"12580",146.09,144.120935457816
"12581",156.14,149.467034711914
"12582",140.77,149.52568177078
"12583",137.48,143.240483094274
"12584",136.42,141.03025819184
"12585",145.43,148.359283039386
"12586",149.39,144.869175898785
"12587",155,146.311749027084
"12588",142.71,143.704272697918
"12589",158.24,148.374318697821
"12590",156.83,144.213466955004
"12591",139.9,143.58634411163
"12592",149.25,145.757219997284
"12593",143.7,145.902398725981
"12594",143.24,145.10428312616
"12595",143.14,151.017698016091
"12596",142.87,144.198642739692
"12597",149.02,149.324599424666
"12598",156.18,149.166048047034
"12599",149.62,144.597803828585
"12600",168.22,153.736017741386
"12601",137.49,140.46186810534
"12602",140.04,145.260762454979
"12603",143.9,148.63918511148
"12604",135.55,139.559545869535
"12605",142.82,146.869246010143
"12606",141.03,141.449113428836
"12607",153.31,148.802530839152
"12608",152.5,147.82662008593
"12609",140.1,144.56387600563
