"","Trait.1","Trait.1_gv","Trait2","Trait2_gv"
"519",151.81,147.681966809113,1.5181,1.47681966809113
"520",143.53,144.046752780142,1.4353,1.44046752780142
"521",155.14,153.068491390165,1.5514,1.53068491390165
"522",134.5,149.212180638438,1.345,1.49212180638439
"523",142.84,148.304474700065,1.4284,1.48304474700066
"524",145.25,146.467933528535,1.4525,1.46467933528536
"525",145.03,148.366311100499,1.4503,1.48366311100499
"526",157.8,152.581251227989,1.578,1.52581251227989
"527",140.82,146.113549436867,1.4082,1.46113549436868
"528",130.73,139.54754183511,1.3073,1.39547541835111
"529",166.95,158.457462999015,1.6695,1.58457462999016
"530",158.95,155.592835106329,1.5895,1.55592835106329
"531",146.39,150.406771687789,1.4639,1.50406771687789
"532",147.24,146.640267811165,1.4724,1.46640267811166
"533",147.76,151.804519359979,1.4776,1.5180451935998
"534",168.26,156.095679934481,1.6826,1.56095679934482
"535",162.05,155.630338350045,1.6205,1.55630338350045
"536",145.76,150.409242494065,1.4576,1.50409242494065
"537",154.42,151.567277984447,1.5442,1.51567277984448
"538",155.74,155.332894697074,1.5574,1.55332894697075
"539",142.27,144.792462083967,1.4227,1.44792462083968
"540",151.57,143.560841301595,1.5157,1.43560841301596
"541",152.23,152.259665642931,1.5223,1.52259665642932
"542",154.98,153.568768504493,1.5498,1.53568768504494
"543",156.8,156.284214568572,1.568,1.56284214568573
"544",151.17,158.569368543871,1.5117,1.58569368543872
"545",142.45,145.367754540108,1.4245,1.45367754540108
"546",152.9,149.221816253674,1.529,1.49221816253675
"547",150.02,146.909936797881,1.5002,1.46909936797882
"548",133.69,144.786372123187,1.3369,1.44786372123187
"549",142.52,147.982222610158,1.4252,1.47982222610159
"550",170.07,156.646977944453,1.7007,1.56646977944453
"551",154.89,157.914622651251,1.5489,1.57914622651252
"552",150.6,153.767353984635,1.506,1.53767353984636
"553",153.12,150.107874602331,1.5312,1.50107874602332
"554",149.18,150.675305013398,1.4918,1.50675305013399
"555",151.34,152.866338707064,1.5134,1.52866338707064
"556",143.72,152.662698336348,1.4372,1.52662698336349
"557",159.35,152.192251849512,1.5935,1.52192251849513
"558",135.97,146.049483837413,1.3597,1.46049483837413
"559",142.24,148.322673143389,1.4224,1.4832267314339
"560",149.53,158.586012995314,1.4953,1.58586012995314
"561",152.96,146.052063231746,1.5296,1.46052063231746
"562",133.28,145.274502730192,1.3328,1.45274502730193
"563",165.91,155.917293924025,1.6591,1.55917293924025
"564",154.19,150.346267284278,1.5419,1.50346267284279
"565",138.92,145.247865909088,1.3892,1.45247865909089
"566",153.17,150.98961966388,1.5317,1.5098961966388
"567",149.44,148.03556033957,1.4944,1.48035560339571
"568",144.83,145.981594924056,1.4483,1.45981594924056
"569",149.8,156.071607291999,1.498,1.56071607291999
"570",151.02,150.558361157139,1.5102,1.50558361157139
"571",151.59,150.182019442644,1.5159,1.50182019442645
"572",153.31,154.296601199541,1.5331,1.54296601199541
"573",154.41,155.150811701579,1.5441,1.5515081170158
"574",144.34,148.226691137636,1.4434,1.48226691137637
"575",149.86,149.895835470888,1.4986,1.49895835470889
"576",164.37,164.009184978668,1.6437,1.64009184978669
"577",153.56,148.182727229472,1.5356,1.48182727229472
"578",157.21,151.456314090759,1.5721,1.5145631409076
"579",132.92,143.971343324581,1.3292,1.43971343324582
"580",147.33,151.472566752577,1.4733,1.51472566752578
"581",146.01,148.607823653739,1.4601,1.48607823653739
"582",150.1,153.217196816887,1.501,1.53217196816888
"583",152.2,159.220495427798,1.522,1.59220495427798
"584",155.53,155.554518400792,1.5553,1.55554518400792
"585",166.11,158.997171802604,1.6611,1.58997171802605
"586",157.73,156.35044115075,1.5773,1.56350441150751
"587",141.8,150.617938189751,1.418,1.50617938189752
"588",156.19,145.295841400101,1.5619,1.45295841400102
"589",143.01,146.542327887393,1.4301,1.46542327887393
"590",154.31,154.449989438647,1.5431,1.54449989438648
"591",153.51,148.454572946712,1.5351,1.48454572946712
"592",146.04,155.278018187604,1.4604,1.55278018187605
"593",151.35,150.552294152209,1.5135,1.5055229415221
"594",153.38,154.089230547785,1.5338,1.54089230547785
"595",157.02,154.33570393962,1.5702,1.5433570393962
"596",164.63,159.58439091692,1.6463,1.5958439091692
"597",145.22,147.587933123452,1.4522,1.47587933123452
"598",150.15,146.801433612615,1.5015,1.46801433612615
"599",170.64,159.222745937692,1.7064,1.59222745937693
"600",161.43,154.823276989709,1.6143,1.5482327698971
"601",155.54,149.383565603901,1.5554,1.49383565603902
"602",162.53,150.72879437274,1.6253,1.5072879437274
"603",140.88,145.889652563247,1.4088,1.45889652563248
"604",150.71,150.353738412562,1.5071,1.50353738412562
"605",155.05,151.569495873761,1.5505,1.51569495873762
"606",152.8,151.402163726367,1.528,1.51402163726368
"607",136.88,147.360334994432,1.3688,1.47360334994432
"608",138.89,143.403466929942,1.3889,1.43403466929943
"609",151.79,155.741228267548,1.5179,1.55741228267549
"610",151,149.589748092112,1.51,1.49589748092113
"611",141.3,147.195445406494,1.413,1.47195445406495
"612",155.48,149.358891332858,1.5548,1.49358891332858
"613",142.63,144.739654919569,1.4263,1.44739654919569
"614",132.42,140.958260072355,1.3242,1.40958260072355
"615",152.2,151.472157563774,1.522,1.51472157563774
"616",152.1,147.799500391839,1.521,1.47799500391839
"617",133.9,147.614124593859,1.339,1.47614124593859
"618",148.72,142.202801429867,1.4872,1.42202801429868
"619",140.54,147.893247666795,1.4054,1.47893247666795
"620",143.06,143.100113165093,1.4306,1.43100113165093
"621",160.68,154.359059972997,1.6068,1.54359059972998
"622",154.4,148.403167813818,1.544,1.48403167813819
"623",145.45,142.694878024527,1.4545,1.42694878024528
"624",128.07,146.578396896713,1.2807,1.46578396896714
"625",169.73,156.594904655448,1.6973,1.56594904655449
"626",137.58,147.161827671524,1.3758,1.47161827671525
"627",151.51,152.659990912196,1.5151,1.52659990912196
"628",144.87,146.810563724525,1.4487,1.46810563724525
"629",130.9,144.232023493741,1.309,1.44232023493742
"630",160.08,157.604677002534,1.6008,1.57604677002535
"631",145.07,143.643082847134,1.4507,1.43643082847134
"632",140.27,145.223945701508,1.4027,1.45223945701509
"633",155.85,150.633378605722,1.5585,1.50633378605723
"634",150.47,150.442890705312,1.5047,1.50442890705312
"635",147.41,150.785069087059,1.4741,1.5078506908706
"636",146.5,148.991392110507,1.465,1.48991392110507
"637",146.9,146.722639013595,1.469,1.46722639013595
"638",134.87,147.427350319692,1.3487,1.47427350319693
"639",139.85,145.267908040746,1.3985,1.45267908040747
"640",159.42,148.088531260764,1.5942,1.48088531260765
"641",156.09,148.451790477244,1.5609,1.48451790477244
"642",154.99,149.100160037404,1.5499,1.49100160037404
"643",141.92,151.968814945377,1.4192,1.51968814945377
"644",163.83,151.994318798716,1.6383,1.51994318798717
"645",146,153.066483417694,1.46,1.53066483417694
"646",166.42,156.527867667442,1.6642,1.56527867667443
"647",143.62,142.812123044975,1.4362,1.42812123044975
"648",148.56,150.470393899446,1.4856,1.50470393899446
"649",161.78,149.875080360916,1.6178,1.49875080360916
"650",145.23,152.425140329207,1.4523,1.52425140329207
"651",144.94,145.313857893311,1.4494,1.45313857893311
"652",163.18,155.934162390067,1.6318,1.55934162390068
"653",141.79,144.396564820083,1.4179,1.44396564820083
"654",133.76,135.815076060271,1.3376,1.35815076060271
"655",140.4,143.799642883642,1.404,1.43799642883643
"656",138.71,144.170728944857,1.3871,1.44170728944857
"657",143.41,150.725390145049,1.4341,1.5072539014505
"658",147.67,148.319554070922,1.4767,1.48319554070923
"659",147.21,147.287051191515,1.4721,1.47287051191516
"660",129.93,134.504068005275,1.2993,1.34504068005275
"661",158.16,150.504698777477,1.5816,1.50504698777477
"662",143.28,140.534577091116,1.4328,1.40534577091117
"663",154.82,146.237796803547,1.5482,1.46237796803547
"664",142.51,140.845811114449,1.4251,1.4084581111445
"665",149.72,148.536121958649,1.4972,1.48536121958649
"666",136.81,145.487518937191,1.3681,1.45487518937192
"667",141.69,145.819001407165,1.4169,1.45819001407165
"668",148.81,144.744256473706,1.4881,1.44744256473707
"669",131.02,141.278602282361,1.3102,1.41278602282362
"670",153.6,148.692639464557,1.536,1.48692639464557
"671",144.48,147.494567885307,1.4448,1.47494567885308
"672",141.99,148.199648391866,1.4199,1.48199648391867
"673",134.79,137.746429441818,1.3479,1.37746429441819
"674",149.28,150.911418175601,1.4928,1.50911418175602
"675",150.67,153.259032530657,1.5067,1.53259032530658
"676",148.64,148.428064267034,1.4864,1.48428064267034
"677",156.15,145.390129336062,1.5615,1.45390129336063
"678",137.09,142.64635205839,1.3709,1.42646352058391
"679",123.92,129.563634246499,1.2392,1.295636342465
"680",157.64,154.223559921706,1.5764,1.54223559921707
"681",137.37,138.525229640095,1.3737,1.38525229640095
"682",142.66,139.82013157573,1.4266,1.3982013157573
"683",138.15,141.875644938429,1.3815,1.4187564493843
"684",158.69,150.794706969566,1.5869,1.50794706969566
"685",136.13,135.151546588156,1.3613,1.35151546588156
"686",149.93,148.055894774624,1.4993,1.48055894774624
"687",120.65,132.857433280729,1.2065,1.3285743328073
"688",173.06,155.569430380485,1.7306,1.55569430380485
"689",131.86,137.670401625981,1.3186,1.37670401625982
"690",148.07,142.740227241027,1.4807,1.42740227241027
"691",147.12,143.334795144516,1.4712,1.43334795144517
"692",127.04,137.917797458774,1.2704,1.37917797458775
"693",155.2,154.896100171886,1.552,1.54896100171886
"694",148.63,148.628854439633,1.4863,1.48628854439633
"695",144.52,148.751928865087,1.4452,1.48751928865088
"696",152.93,144.50262973815,1.5293,1.4450262973815
"697",158.29,153.832793374642,1.5829,1.53832793374643
"698",137.89,134.497559643617,1.3789,1.34497559643618
"699",129.89,137.331152276653,1.2989,1.37331152276653
"700",144.07,142.701294660594,1.4407,1.42701294660595
"701",138.48,142.053869462582,1.3848,1.42053869462583
"702",152.19,150.272162396426,1.5219,1.50272162396426
"703",150.64,148.107382715807,1.5064,1.48107382715808
"704",144.3,152.830015916808,1.443,1.52830015916809
"705",154.03,150.292202936676,1.5403,1.50292202936677
"706",140.94,147.875627402155,1.4094,1.47875627402156
"707",159.45,152.680313265812,1.5945,1.52680313265812
"708",157.55,152.731919132433,1.5755,1.52731919132433
"709",152.6,148.699797263109,1.526,1.48699797263109
"710",157.02,158.767712884197,1.5702,1.58767712884197
"711",152.05,157.513770299283,1.5205,1.57513770299284
"712",153.58,149.41177683817,1.5358,1.4941177683817
"713",160.73,159.013123529211,1.6073,1.59013123529212
"714",152.07,156.739237744951,1.5207,1.56739237744951
"715",167,155.143168111814,1.67,1.55143168111815
"716",125.05,137.783404245093,1.2505,1.37783404245093
"717",141.09,143.32012781655,1.4109,1.43320127816551
"718",153.55,154.29838879005,1.5355,1.5429838879005
"719",154.88,149.673999171131,1.5488,1.49673999171132
"720",136.04,144.163737535782,1.3604,1.44163737535783
"721",151.83,146.077069785795,1.5183,1.46077069785795
"722",155.64,152.427566275931,1.5564,1.52427566275932
"723",143.47,148.059909212521,1.4347,1.48059909212522
"724",156.5,159.415491442746,1.565,1.59415491442746
"725",145.3,148.645304716529,1.453,1.4864530471653
"726",157.27,155.584247221451,1.5727,1.55584247221451
"727",151.76,141.688985968206,1.5176,1.41688985968206
"728",156.38,155.167385951884,1.5638,1.55167385951884
"729",135.08,148.96926161828,1.3508,1.48969261618281
"730",164.83,149.136807128816,1.6483,1.49136807128817
"731",157.26,158.843447003658,1.5726,1.58843447003658
"732",161.3,156.789545215796,1.613,1.56789545215797
"733",146.19,146.598684097033,1.4619,1.46598684097034
"734",140.45,145.302700115459,1.4045,1.4530270011546
"735",168.44,161.615561124533,1.6844,1.61615561124534
"736",141.67,150.004496394804,1.4167,1.50004496394804
"737",134.87,150.586623437476,1.3487,1.50586623437477
"738",135.15,138.467987492245,1.3515,1.38467987492246
"739",166.35,154.321924497464,1.6635,1.54321924497464
"740",155.17,152.503083743931,1.5517,1.52503083743931
"741",134.67,141.343871237732,1.3467,1.41343871237732
"742",140.14,147.781731060866,1.4014,1.47781731060867
"743",143.74,147.904384820841,1.4374,1.47904384820841
"744",143.81,146.673494442869,1.4381,1.4667349444287
"745",156.74,153.404951787514,1.5674,1.53404951787515
"746",138.84,145.150777591303,1.3884,1.45150777591303
"747",147.31,144.821137818976,1.4731,1.44821137818976
"748",154.44,145.442290785464,1.5444,1.45442290785465
"749",147.13,151.243033110613,1.4713,1.51243033110613
"750",162.04,157.674062270728,1.6204,1.57674062270729
"751",144.85,144.43676395006,1.4485,1.44436763950061
"752",143.86,144.265374228529,1.4386,1.4426537422853
"753",157.24,157.647981943402,1.5724,1.57647981943403
"754",145.31,146.834051834732,1.4531,1.46834051834733
"755",149.5,154.293551677895,1.495,1.54293551677895
"756",145.09,145.919930631102,1.4509,1.45919930631102
"757",156.27,150.471913761827,1.5627,1.50471913761828
"758",144.81,150.753498107649,1.4481,1.5075349810765
"759",166.85,156.359703178743,1.6685,1.56359703178743
"760",142.57,147.817408363037,1.4257,1.47817408363037
"761",147.48,147.099626933566,1.4748,1.47099626933566
"762",145.9,143.571679172995,1.459,1.43571679172996
"763",146.04,144.319149173014,1.4604,1.44319149173015
"764",144.73,138.457870547742,1.4473,1.38457870547743
"765",154.33,147.000267394024,1.5433,1.47000267394024
"766",139.5,140.571139265637,1.395,1.40571139265637
"767",156.73,152.438992896819,1.5673,1.52438992896819
"768",137.38,141.425065423548,1.3738,1.41425065423548
"769",153.45,145.59197781073,1.5345,1.4559197781073
"770",129.57,141.631918771946,1.2957,1.41631918771946
"771",147.82,148.537396476074,1.4782,1.48537396476075
"772",151.84,155.049325809193,1.5184,1.55049325809194
"773",148.01,150.095130474077,1.4801,1.50095130474078
"774",151.04,150.453641582375,1.5104,1.50453641582375
"775",151.06,143.852045834699,1.5106,1.438520458347
"776",146.01,152.130758386397,1.4601,1.52130758386398
"777",167,160.293424346587,1.67,1.60293424346588
"778",149.72,153.116964059959,1.4972,1.5311696405996
"779",154.79,154.59795001274,1.5479,1.54597950012741
"780",125.52,139.913813366337,1.2552,1.39913813366338
"781",141.64,139.752985457627,1.4164,1.39752985457628
"782",161.52,152.190430597715,1.6152,1.52190430597715
"783",161.93,159.017265095986,1.6193,1.59017265095987
"784",145.91,147.13044784441,1.4591,1.47130447844411
"785",151.81,156.621970072852,1.5181,1.56621970072852
"786",155.53,156.32567351188,1.5553,1.56325673511881
"787",156.99,155.002762447193,1.5699,1.55002762447194
"788",146.92,147.976197682069,1.4692,1.47976197682069
"789",135.85,139.132885142921,1.3585,1.39132885142922
"790",142.58,144.908111144965,1.4258,1.44908111144966
"791",143.04,144.073561451332,1.4304,1.44073561451332
"792",149.12,144.487683776551,1.4912,1.44487683776552
"793",152.13,152.953305911121,1.5213,1.52953305911121
"794",163.23,158.47374531432,1.6323,1.5847374531432
"795",142.59,152.527055185156,1.4259,1.52527055185156
"796",137.28,143.934018150813,1.3728,1.43934018150814
"797",146.47,143.76467866042,1.4647,1.4376467866042
"798",153.5,149.321543832083,1.535,1.49321543832083
"799",141.99,138.526374692003,1.4199,1.38526374692004
"800",144.81,157.679804764122,1.4481,1.57679804764123
"801",151.1,152.617896436763,1.511,1.52617896436763
"802",152.83,147.221490870595,1.5283,1.47221490870595
"803",135.91,141.05217760082,1.3591,1.4105217760082
"804",158.35,150.682335337628,1.5835,1.50682335337629
"805",132.49,141.789629153578,1.3249,1.41789629153578
"806",153.5,152.051132711883,1.535,1.52051132711884
"807",138.29,146.00309650917,1.3829,1.4600309650917
"808",141.88,144.82661216031,1.4188,1.44826612160311
"809",147.35,143.745056947078,1.4735,1.43745056947079
"810",154.6,148.26324678847,1.546,1.4826324678847
"811",150.97,148.41781753338,1.5097,1.4841781753338
"812",134.83,136.008812614318,1.3483,1.36008812614318
"813",155.74,151.731052049264,1.5574,1.51731052049265
"814",154.56,152.236827156719,1.5456,1.52236827156719
"815",141.86,145.382752641907,1.4186,1.45382752641907
"816",135.76,145.93263265595,1.3576,1.45932632655951
"817",131.75,143.569846454695,1.3175,1.43569846454696
"818",146.58,143.922002460389,1.4658,1.4392200246039
"819",154.05,151.568577893104,1.5405,1.51568577893104
"820",148.92,150.881016955534,1.4892,1.50881016955535
"821",145.08,143.003307578277,1.4508,1.43003307578278
"822",153.02,148.707828195314,1.5302,1.48707828195315
"823",142.3,141.133514085504,1.423,1.41133514085504
"824",145.68,149.411129227492,1.4568,1.49411129227492
"825",144.19,150.710985653382,1.4419,1.50710985653382
"826",145.62,143.075839020049,1.4562,1.43075839020049
"827",154.54,151.246422237973,1.5454,1.51246422237973
"828",148.76,147.507889224495,1.4876,1.47507889224495
"829",130.71,145.292478668874,1.3071,1.45292478668874
"830",163.12,155.657339360018,1.6312,1.55657339360018
"831",164.31,156.315571848798,1.6431,1.56315571848799
"832",152.23,155.910118642733,1.5223,1.55910118642733
"833",149.99,146.789438233501,1.4999,1.46789438233501
"834",138.33,145.425792082499,1.3833,1.454257920825
"835",146.54,154.037004522055,1.4654,1.54037004522055
"836",153.09,150.149756547118,1.5309,1.50149756547118
"837",154.13,150.760964538903,1.5413,1.50760964538904
"838",142.02,147.617326202242,1.4202,1.47617326202243
"839",165.57,158.204040332642,1.6557,1.58204040332642
"840",160.19,154.031381137182,1.6019,1.54031381137182
"841",154.78,157.821134563695,1.5478,1.57821134563696
"842",153.22,150.390045092935,1.5322,1.50390045092936
"843",140.54,148.516351109914,1.4054,1.48516351109915
"844",157.99,153.427786090273,1.5799,1.53427786090274
"845",143.68,145.814985002535,1.4368,1.45814985002536
"846",152.15,147.379466695516,1.5215,1.47379466695517
"847",145.34,150.973051798449,1.4534,1.5097305179845
"848",163.18,152.800423108314,1.6318,1.52800423108314
"849",151.57,146.230643612849,1.5157,1.46230643612849
"850",160.87,152.743073341847,1.6087,1.52743073341847
"851",143.81,146.997974813026,1.4381,1.46997974813026
"852",141.07,141.127036202432,1.4107,1.41127036202432
"853",142.46,145.245823437079,1.4246,1.45245823437079
"854",149.44,145.637133720389,1.4944,1.4563713372039
"855",146.5,142.196550543303,1.465,1.42196550543304
"856",158.39,151.845211589774,1.5839,1.51845211589775
"857",142.04,149.636388334523,1.4204,1.49636388334524
"858",151.59,147.614783668721,1.5159,1.47614783668721
"859",148.3,147.909928189742,1.483,1.47909928189743
"860",149.71,149.922783128176,1.4971,1.49922783128177
"861",150.9,145.744076209159,1.509,1.45744076209159
"862",139.29,146.153150355286,1.3929,1.46153150355287
"863",151.59,149.041376408027,1.5159,1.49041376408028
"864",155.49,153.860396444746,1.5549,1.53860396444747
"865",152.6,153.451084044935,1.526,1.53451084044935
"866",156.41,154.41891327631,1.5641,1.5441891327631
"867",159.17,154.202695412923,1.5917,1.54202695412924
"868",164.64,154.862099417246,1.6464,1.54862099417247
"869",145.68,146.06251502819,1.4568,1.46062515028191
"870",139.37,143.168669267206,1.3937,1.43168669267207
"871",158.18,152.350847478782,1.5818,1.52350847478783
"872",176.45,157.801863910875,1.7645,1.57801863910875
"873",140.01,142.394804917359,1.4001,1.42394804917359
"874",148.13,148.300574290204,1.4813,1.48300574290204
"875",143.7,146.730163268932,1.437,1.46730163268932
"876",139.55,146.349345101248,1.3955,1.46349345101248
"877",146.15,150.723617369931,1.4615,1.50723617369931
"878",160.34,154.833293578589,1.6034,1.54833293578589
"879",155.08,152.729906768435,1.5508,1.52729906768436
"880",148.87,150.946552026684,1.4887,1.50946552026684
"881",146.7,149.863782215099,1.467,1.498637822151
"882",140.01,146.992119776757,1.4001,1.46992119776758
"883",146.86,146.504003186394,1.4686,1.46504003186394
"884",153.48,157.211981578784,1.5348,1.57211981578784
"885",164.32,162.203989998396,1.6432,1.62203989998396
"886",150.94,150.459191708022,1.5094,1.50459191708022
"887",150.71,147.329833912718,1.5071,1.47329833912719
"888",135.13,146.175564593189,1.3513,1.46175564593189
"889",132.44,144.174067751326,1.3244,1.44174067751327
"890",139.15,142.057006753151,1.3915,1.42057006753151
"891",152.74,150.537265664253,1.5274,1.50537265664253
"892",143.81,143.597463130448,1.4381,1.43597463130449
"893",153.46,150.794573109357,1.5346,1.50794573109358
"894",149.63,151.63443675319,1.4963,1.5163443675319
"895",145.43,144.867818450321,1.4543,1.44867818450322
"896",152.19,147.908368533983,1.5219,1.47908368533984
"897",143.23,151.423031085784,1.4323,1.51423031085785
"898",153.85,153.911713423003,1.5385,1.53911713423004
"899",151.09,152.94833420139,1.5109,1.5294833420139
"900",154.69,145.24192877778,1.5469,1.45241928777781
"901",134.36,147.795315022721,1.3436,1.47795315022721
"902",149.12,150.542955172244,1.4912,1.50542955172244
"903",157.65,156.621730253393,1.5765,1.56621730253393
"904",140.98,151.846332819953,1.4098,1.51846332819954
"905",145.19,145.822207152055,1.4519,1.45822207152056
"906",154.89,145.888760546391,1.5489,1.45888760546392
"907",147.04,151.944633182564,1.4704,1.51944633182564
"908",162.81,154.219030732704,1.6281,1.54219030732704
"909",132.61,144.885573395001,1.3261,1.44885573395001
"910",148.12,146.724671420922,1.4812,1.46724671420922
"911",157.19,150.273558675224,1.5719,1.50273558675224
"912",165.36,155.653569549668,1.6536,1.55653569549668
"913",143.38,149.340518365911,1.4338,1.49340518365911
"914",150.54,151.954660620198,1.5054,1.51954660620199
"915",153.16,149.819074916415,1.5316,1.49819074916415
"916",169.57,156.720664583741,1.6957,1.56720664583741
"917",153.97,150.472857056674,1.5397,1.50472857056674
"918",149.68,144.113888595293,1.4968,1.44113888595293
"919",157.89,153.084448725688,1.5789,1.53084448725689
"920",150.39,153.20802200653,1.5039,1.53208022006531
"921",158.27,154.766702133487,1.5827,1.54766702133487
"922",143.26,145.274737883769,1.4326,1.4527473788377
"923",153.34,151.599294658629,1.5334,1.5159929465863
"924",158.9,156.268533896176,1.589,1.56268533896176
"925",149.26,155.189381396031,1.4926,1.55189381396032
"926",132.96,138.967559220501,1.3296,1.38967559220501
"927",137.35,143.15205456903,1.3735,1.4315205456903
"928",158.17,162.746633496235,1.5817,1.62746633496235
"929",146.89,150.90189501799,1.4689,1.5090189501799
"930",161.54,150.750244651919,1.6154,1.5075024465192
"931",156.63,156.117584395708,1.5663,1.56117584395708
"932",159.16,157.837942905849,1.5916,1.5783794290585
"933",159.33,156.796101514981,1.5933,1.56796101514982
"934",159.46,162.313985965697,1.5946,1.62313985965698
"935",163.85,160.63054932951,1.6385,1.60630549329511
"936",150.37,151.89896256404,1.5037,1.51898962564041
"937",152.68,160.786610080542,1.5268,1.60786610080543
"938",133.94,144.922457080928,1.3394,1.44922457080929
"939",146.73,149.727449491494,1.4673,1.49727449491494
"940",161.54,154.201080626371,1.6154,1.54201080626371
"941",153.97,155.665718408221,1.5397,1.55665718408221
"942",162.23,161.47693327754,1.6223,1.6147693327754
"943",155.3,148.931339408663,1.553,1.48931339408664
"944",142.87,145.678316705946,1.4287,1.45678316705947
"945",166.38,160.842659557117,1.6638,1.60842659557117
"946",159,159.36738356298,1.59,1.59367383562981
"947",147.48,151.448660355863,1.4748,1.51448660355864
"948",172.95,160.106227860321,1.7295,1.60106227860321
"949",159.37,161.202702186154,1.5937,1.61202702186155
"950",153.88,147.058685576382,1.5388,1.47058685576382
"951",161.63,155.140546107172,1.6163,1.55140546107172
"952",152.54,154.411906865152,1.5254,1.54411906865153
"953",137.8,148.915511762636,1.378,1.48915511762636
"954",159.76,152.545933969331,1.5976,1.52545933969332
"955",154.38,157.72710524939,1.5438,1.57727105249391
"956",162.61,158.577815712265,1.6261,1.58577815712266
"957",146.9,151.208263962904,1.469,1.51208263962904
"958",139.4,149.286717741117,1.394,1.49286717741117
"959",177.56,162.318023118243,1.7756,1.62318023118243
"960",131.69,144.991396293145,1.3169,1.44991396293145
"961",153.89,153.485314254459,1.5389,1.5348531425446
"962",150.16,153.037147675866,1.5016,1.53037147675866
"963",135.93,145.211089130384,1.3593,1.45211089130385
"964",151.8,152.461518192218,1.518,1.52461518192219
"965",167.41,158.052194381125,1.6741,1.58052194381125
"966",154.84,150.861981603429,1.5484,1.50861981603429
"967",149.66,151.914497233916,1.4966,1.51914497233916
"968",152.2,154.364788211485,1.522,1.54364788211485
"969",161.88,158.311441957468,1.6188,1.58311441957468
"970",138.84,152.540871842647,1.3884,1.52540871842647
"971",143.87,147.4622164138,1.4387,1.474622164138
"972",145.69,142.649832598317,1.4569,1.42649832598317
"973",158.04,156.990770668415,1.5804,1.56990770668415
"974",169.63,162.859235631397,1.6963,1.62859235631398
"975",167.87,163.315114999596,1.6787,1.63315114999596
"976",141.89,152.582379572993,1.4189,1.52582379572993
"977",151.1,155.753774915988,1.511,1.55753774915988
"978",181.76,163.431610753448,1.8176,1.63431610753449
"979",152.31,152.794769051283,1.5231,1.52794769051284
"980",133.38,141.867183201511,1.3338,1.41867183201511
"981",148.61,148.628149284272,1.4861,1.48628149284272
"982",161.61,155.077366811185,1.6161,1.55077366811186
"983",138.49,140.879597646905,1.3849,1.40879597646906
"984",149.75,144.212622656479,1.4975,1.4421262265648
"985",158.35,156.839189295828,1.5835,1.56839189295829
"986",164.24,159.209796591533,1.6424,1.59209796591533
"987",168.45,159.699241414134,1.6845,1.59699241414135
"988",147.43,151.659562354921,1.4743,1.51659562354922
"989",157.61,154.519299083508,1.5761,1.54519299083509
"990",159.51,158.367456563556,1.5951,1.58367456563556
"991",145.18,146.518856920694,1.4518,1.46518856920694
"992",166.33,158.303213389166,1.6633,1.58303213389167
"993",158.7,155.470461222507,1.587,1.55470461222508
"994",156.47,152.744364503271,1.5647,1.52744364503272
"995",156.44,155.999981276043,1.5644,1.55999981276044
"996",157.32,157.748078836251,1.5732,1.57748078836252
"997",158.71,151.703813894365,1.5871,1.51703813894365
"998",173.94,161.21041680635,1.7394,1.61210416806351
"999",148.75,152.192449987421,1.4875,1.52192449987422
"1000",150.14,156.020213283058,1.5014,1.56020213283058
"1001",141.66,146.936041136567,1.4166,1.46936041136567
"1002",138.5,145.649783121012,1.385,1.45649783121013
"1003",141.06,150.499509020553,1.4106,1.50499509020554
"1004",146.54,153.026369910474,1.4654,1.53026369910474
"1005",141.55,147.684494202328,1.4155,1.47684494202328
"1006",156.7,149.162606803337,1.567,1.49162606803338
"1007",149.52,147.881052925451,1.4952,1.47881052925451
"1008",145,150.704010426629,1.45,1.50704010426629
"1009",136.46,146.863257116051,1.3646,1.46863257116051
"1010",149.5,150.439769786302,1.495,1.50439769786302
"1011",150.96,149.292381197726,1.5096,1.49292381197727
"1012",163.75,157.530297213112,1.6375,1.57530297213112
"1013",146.16,143.500526450878,1.4616,1.43500526450878
"1014",151.61,144.602264088977,1.5161,1.44602264088978
"1015",138.53,145.038676369061,1.3853,1.45038676369061
"1016",154.72,151.709568804723,1.5472,1.51709568804723
"1017",162.64,151.018131291749,1.6264,1.51018131291749
"1018",134.53,142.585126680819,1.3453,1.42585126680819
"1019",144,142.859191502301,1.44,1.42859191502302
"1020",131.14,143.134387156675,1.3114,1.43134387156676
"1021",154.99,155.127686508057,1.5499,1.55127686508058
"1022",150.08,147.767125479231,1.5008,1.47767125479231
"1023",162.76,150.768487933604,1.6276,1.50768487933604
"1024",160.34,153.3734649495,1.6034,1.533734649495
"1025",153.92,149.064117474941,1.5392,1.49064117474941
"1026",138.5,139.625496125771,1.385,1.39625496125772
"1027",152.73,148.053818160271,1.5273,1.48053818160272
"1028",147.68,152.087958205831,1.4768,1.52087958205831
"1029",134.63,140.990517120558,1.3463,1.40990517120558
"1030",146.17,145.052670945337,1.4617,1.45052670945337
"1031",146.57,150.450814966574,1.4657,1.50450814966575
"1032",150.82,152.531425593777,1.5082,1.52531425593778
"1033",163.07,144.415039234166,1.6307,1.44415039234166
"1034",140.47,148.33702067497,1.4047,1.48337020674971
"1035",153.85,153.035414200554,1.5385,1.53035414200554
"1036",142,147.485177108039,1.42,1.47485177108039
"1037",135.06,148.966091046108,1.3506,1.48966091046109
