"","Row.names","Trait.1","Trait.1_gv","Trait2","Trait2_gv"
"467","11824",159.36,154.10593144929,1.5936,1.5410593144929
"468","11825",163.4,148.289146364906,1.634,1.48289146364906
"469","11826",142.3,146.702038613981,1.423,1.46702038613981
"470","11827",158.83,161.89425342028,1.5883,1.6189425342028
"471","11828",158.57,158.194215012918,1.5857,1.58194215012918
"472","11829",147.07,146.975225789536,1.4707,1.46975225789536
"473","11830",151.27,144.612333999459,1.5127,1.44612333999459
"474","11831",163.35,155.002573189925,1.6335,1.55002573189925
"475","11832",143.21,149.586049210608,1.4321,1.49586049210608
"476","11833",152.09,145.514270425738,1.5209,1.45514270425738
"477","11834",138.67,141.50803711548,1.3867,1.4150803711548
"478","11835",148.54,154.606205379072,1.4854,1.54606205379072
"479","11836",150.2,148.924300164255,1.502,1.48924300164255
"480","11837",140.39,148.577494288555,1.4039,1.48577494288554
"481","11838",151.09,152.389614490658,1.5109,1.52389614490658
"482","11839",156.38,150.811055434175,1.5638,1.50811055434174
"483","11840",142.63,145.89032777743,1.4263,1.4589032777743
"484","11841",152.1,151.856804035378,1.521,1.51856804035378
"485","11842",135.28,144.418712261874,1.3528,1.44418712261874
"486","11843",148.68,151.020348546664,1.4868,1.51020348546664
"487","11844",144.03,146.307870819168,1.4403,1.46307870819168
"488","11845",157.1,151.794195935667,1.571,1.51794195935667
"489","11846",168.29,159.722982383111,1.6829,1.59722982383111
"490","11847",145.13,149.856151770543,1.4513,1.49856151770543
"491","11848",160.32,161.821230513241,1.6032,1.61821230513241
"492","11849",129.7,140.595181258629,1.297,1.40595181258629
"493","11850",155.71,156.236516789815,1.5571,1.56236516789815
"494","11851",154.41,149.17203441829,1.5441,1.4917203441829
"495","11852",144.89,139.782420513761,1.4489,1.39782420513761
"496","11853",140.37,147.386034250022,1.4037,1.47386034250022
"497","11854",149.74,150.273003748882,1.4974,1.50273003748882
"498","11855",147.64,139.588222628043,1.4764,1.39588222628043
"499","11856",143.71,144.674468544972,1.4371,1.44674468544972
"500","11857",171.99,162.82650514852,1.7199,1.6282650514852
"501","11858",149.55,150.623419496906,1.4955,1.50623419496906
"502","11859",146.12,142.49323558123,1.4612,1.4249323558123
"503","11860",134.21,146.03967753666,1.3421,1.46039677536661
"504","11861",148.64,153.470089646644,1.4864,1.53470089646644
"505","11862",149.25,149.000519449238,1.4925,1.49000519449238
"506","11863",162.13,154.408393424219,1.6213,1.54408393424219
"507","11864",164.82,152.941493826643,1.6482,1.52941493826643
"508","11865",157.94,147.773082903159,1.5794,1.47773082903159
"509","11866",166.93,154.751883039101,1.6693,1.54751883039101
"510","11867",154.54,151.590721238278,1.5454,1.51590721238278
"511","11868",147.18,153.727143495399,1.4718,1.53727143495399
"512","11869",148.37,150.70319927381,1.4837,1.5070319927381
"513","11870",154.57,152.231192458229,1.5457,1.52231192458228
"514","11871",144.26,150.833794545775,1.4426,1.50833794545774
"515","11872",142.16,141.474357640079,1.4216,1.4147435764008
"516","11873",142.07,149.389372129054,1.4207,1.49389372129054
"517","11874",133.99,143.240030698732,1.3399,1.43240030698732
"518","11875",145.24,150.380247192766,1.4524,1.50380247192766
"519","11876",160.2,156.323376993317,1.602,1.56323376993317
"520","11877",145.39,147.601878946914,1.4539,1.47601878946914
"521","11878",151.81,147.649394736673,1.5181,1.47649394736673
"522","11879",143.53,144.052908578881,1.4353,1.44052908578881
"523","11880",155.14,153.128574705549,1.5514,1.53128574705549
"524","11881",134.5,149.190385645669,1.345,1.49190385645669
"525","11882",142.84,148.424645094405,1.4284,1.48424645094405
"526","11883",145.25,146.389947067852,1.4525,1.46389947067852
"527","11884",145.03,148.352864474781,1.4503,1.48352864474781
"528","11885",157.8,152.590697610886,1.578,1.52590697610886
"529","11886",140.82,146.172937668966,1.4082,1.46172937668966
"530","11887",130.73,139.414752226009,1.3073,1.39414752226009
"531","11888",166.95,158.502414490028,1.6695,1.58502414490028
"532","11889",158.95,155.528771376519,1.5895,1.55528771376519
"533","11890",146.39,150.435613360723,1.4639,1.50435613360723
"534","11891",147.24,146.604138399921,1.4724,1.46604138399921
"535","11892",147.76,151.745536546431,1.4776,1.51745536546431
"536","11893",168.26,156.052057943569,1.6826,1.56052057943569
"537","11894",162.05,155.605283073688,1.6205,1.55605283073688
"538","11895",145.76,150.310114615415,1.4576,1.50310114615415
"539","11896",154.42,151.478006389172,1.5442,1.51478006389172
"540","11897",155.74,155.386502045004,1.5574,1.55386502045004
"541","11898",142.27,144.699847437624,1.4227,1.44699847437624
"542","11899",151.57,143.562234654278,1.5157,1.43562234654278
"543","11900",152.23,152.305119175619,1.5223,1.52305119175619
"544","11901",154.98,153.631412885607,1.5498,1.53631412885607
"545","11902",156.8,156.274537342662,1.568,1.56274537342662
"546","11903",151.17,158.506500051881,1.5117,1.58506500051881
"547","11904",142.45,145.311573832488,1.4245,1.45311573832488
"548","11905",152.9,149.203321050492,1.529,1.49203321050493
"549","11906",150.02,146.85332300835,1.5002,1.4685332300835
"550","11907",133.69,144.791911127122,1.3369,1.44791911127123
"551","11908",142.52,148.010578777589,1.4252,1.48010578777589
"552","11909",170.07,156.566730865378,1.7007,1.56566730865378
"553","11910",154.89,157.897185937859,1.5489,1.57897185937859
"554","11911",150.6,153.804208856305,1.506,1.53804208856304
"555","11912",153.12,150.1130762866,1.5312,1.501130762866
"556","11913",149.18,150.614694744493,1.4918,1.50614694744493
"557","11914",151.34,152.876848751456,1.5134,1.52876848751456
"558","11915",143.72,152.544287411386,1.4372,1.52544287411386
"559","11916",159.35,152.185775916632,1.5935,1.52185775916632
"560","11917",135.97,146.399237833888,1.3597,1.46399237833888
"561","11918",142.24,148.256578118096,1.4224,1.48256578118096
"562","11919",149.53,158.567404879183,1.4953,1.58567404879183
"563","11920",152.96,146.032712279645,1.5296,1.46032712279645
"564","11921",133.28,145.18889001635,1.3328,1.4518889001635
"565","11922",165.91,155.930844453468,1.6591,1.55930844453468
"566","11923",154.19,150.389616530067,1.5419,1.50389616530067
"567","11924",138.92,145.283822722136,1.3892,1.45283822722136
"568","11925",153.17,150.953280055741,1.5317,1.50953280055741
"569","11926",149.44,147.839888299822,1.4944,1.47839888299822
"570","11927",144.83,146.026205709899,1.4483,1.46026205709899
"571","11928",149.8,156.202281642393,1.498,1.56202281642393
"572","11929",151.02,150.493046608881,1.5102,1.50493046608881
"573","11930",151.59,150.124995783772,1.5159,1.50124995783772
"574","11931",153.31,154.216057056527,1.5331,1.54216057056527
"575","11932",154.41,155.1006671868,1.5441,1.551006671868
"576","11933",144.34,148.559976400966,1.4434,1.48559976400965
"577","11934",149.86,149.771124457407,1.4986,1.49771124457407
"578","11935",164.37,164.047631506957,1.6437,1.64047631506957
"579","11936",153.56,148.214446316603,1.5356,1.48214446316603
"580","11937",157.21,151.44544276355,1.5721,1.5144544276355
"581","11938",132.92,143.953130026547,1.3292,1.43953130026548
"582","11939",147.33,151.410520342147,1.4733,1.51410520342147
"583","11940",146.01,148.594037367819,1.4601,1.48594037367819
"584","11941",150.1,153.132295904407,1.501,1.53132295904407
"585","11942",152.2,159.225021654737,1.522,1.59225021654737
"586","11943",155.53,155.471838224759,1.5553,1.55471838224759
"587","11944",166.11,158.925225094238,1.6611,1.58925225094238
"588","11945",157.73,156.351057360645,1.5773,1.56351057360645
"589","11946",141.8,150.521622281932,1.418,1.50521622281932
"590","11947",156.19,145.29536612055,1.5619,1.4529536612055
"591","11948",143.01,146.422511597532,1.4301,1.46422511597532
"592","11949",154.31,154.480683280278,1.5431,1.54480683280278
"593","11950",153.51,148.408356391708,1.5351,1.48408356391708
"594","11951",146.04,155.238493330603,1.4604,1.55238493330603
"595","11952",151.35,150.462591567461,1.5135,1.50462591567461
"596","11953",153.38,154.062829212411,1.5338,1.54062829212411
"597","11954",157.02,154.326427107348,1.5702,1.54326427107348
"598","11955",164.63,159.596599625892,1.6463,1.59596599625891
"599","11956",145.22,147.642587078537,1.4522,1.47642587078537
"600","11957",150.15,146.785159517353,1.5015,1.46785159517353
"601","11958",170.64,159.307517841861,1.7064,1.59307517841861
"602","11959",161.43,154.794297529751,1.6143,1.54794297529751
"603","11960",155.54,149.361724396263,1.5554,1.49361724396263
"604","11961",162.53,150.720462264665,1.6253,1.50720462264665
"605","11962",140.88,145.993697728241,1.4088,1.45993697728241
"606","11963",150.71,150.392178287195,1.5071,1.50392178287195
"607","11964",155.05,151.585083772081,1.5505,1.51585083772081
"608","11965",152.8,151.416609130024,1.528,1.51416609130024
"609","11966",136.88,147.30806311605,1.3688,1.4730806311605
"610","11967",138.89,143.39267763246,1.3889,1.4339267763246
"611","11968",151.79,155.728084248999,1.5179,1.55728084248999
"612","11969",151,149.68853521805,1.51,1.4968853521805
"613","11970",141.3,147.138157716269,1.413,1.47138157716269
"614","11971",155.48,149.440667207655,1.5548,1.49440667207655
"615","11972",142.63,144.847619824547,1.4263,1.44847619824547
"616","11973",132.42,140.877594313394,1.3242,1.40877594313394
"617","11974",152.2,151.517674726324,1.522,1.51517674726324
"618","11975",152.1,147.83008963113,1.521,1.4783008963113
"619","11976",133.9,147.711647943587,1.339,1.47711647943587
"620","11977",148.72,142.289693918288,1.4872,1.42289693918288
"621","11978",140.54,147.931003175261,1.4054,1.47931003175261
"622","11979",143.06,143.152001683632,1.4306,1.43152001683632
"623","11980",160.68,154.322245465036,1.6068,1.54322245465036
"624","11981",154.4,148.362929250113,1.544,1.48362929250113
"625","11982",145.45,142.716578726655,1.4545,1.42716578726655
"626","11983",128.07,146.587235830577,1.2807,1.46587235830578
"627","11984",169.73,156.616595763373,1.6973,1.56616595763373
"628","11985",137.58,147.194432054403,1.3758,1.47194432054403
"629","11986",151.51,152.789145297731,1.5151,1.5278914529773
"630","11987",144.87,146.92182085695,1.4487,1.4692182085695
"631","11988",130.9,144.184583579757,1.309,1.44184583579757
"632","11989",160.08,157.437021749709,1.6008,1.57437021749709
"633","11990",145.07,143.658638006053,1.4507,1.43658638006053
"634","11991",140.27,145.328275664847,1.4027,1.45328275664847
"635","11992",155.85,150.730269084132,1.5585,1.50730269084132
"636","11993",150.47,150.479790256058,1.5047,1.50479790256059
"637","11994",147.41,150.857131179822,1.4741,1.50857131179822
"638","11995",146.5,149.039194568964,1.465,1.49039194568964
"639","11996",146.9,146.644333904834,1.469,1.46644333904834
"640","11997",134.87,147.571536006214,1.3487,1.47571536006214
"641","11998",139.85,144.733100421731,1.3985,1.44733100421731
"642","11999",159.42,148.120332885061,1.5942,1.48120332885061
"643","12000",156.09,148.566983015293,1.5609,1.48566983015293
"644","12001",154.99,148.602996852735,1.5499,1.48602996852735
"645","12002",141.92,151.985833420866,1.4192,1.51985833420866
"646","12003",163.83,151.96262384864,1.6383,1.51962623848639
"647","12004",146,153.019333701228,1.46,1.53019333701227
"648","12005",166.42,156.41306022177,1.6642,1.5641306022177
"649","12006",143.62,142.90082833272,1.4362,1.4290082833272
"650","12007",148.56,151.079204597599,1.4856,1.51079204597599
"651","12008",161.78,149.8397067942,1.6178,1.498397067942
"652","12009",145.23,152.488719643486,1.4523,1.52488719643486
"653","12010",144.94,145.158174799921,1.4494,1.45158174799921
"654","12011",163.18,155.827381082691,1.6318,1.55827381082691
"655","12012",141.79,144.390062571854,1.4179,1.44390062571854
"656","12013",133.76,135.7338139584,1.3376,1.357338139584
"657","12014",140.4,143.845434820895,1.404,1.43845434820895
"658","12015",138.71,144.276779537493,1.3871,1.44276779537493
"659","12016",143.41,150.618018437333,1.4341,1.50618018437333
"660","12017",147.67,148.313312817646,1.4767,1.48313312817646
"661","12018",147.21,147.359568744905,1.4721,1.47359568744905
"662","12019",129.93,134.445631080916,1.2993,1.34445631080916
"663","12020",158.16,150.480410576222,1.5816,1.50480410576222
"664","12021",143.28,140.600468005931,1.4328,1.40600468005931
"665","12022",154.82,146.244174237034,1.5482,1.46244174237034
"666","12023",142.51,140.810562854614,1.4251,1.40810562854614
"667","12024",149.72,148.481125916604,1.4972,1.48481125916604
"668","12025",136.81,145.510222846082,1.3681,1.45510222846083
"669","12026",141.69,145.921589587326,1.4169,1.45921589587326
"670","12027",148.81,144.659393117004,1.4881,1.44659393117004
"671","12028",131.02,141.206139622272,1.3102,1.41206139622272
"672","12029",153.6,148.722511370838,1.536,1.48722511370838
"673","12030",144.48,147.506426843578,1.4448,1.47506426843578
"674","12031",141.99,148.237034057899,1.4199,1.48237034057899
"675","12032",134.79,137.710604222723,1.3479,1.37710604222723
"676","12033",149.28,150.862580224788,1.4928,1.50862580224788
"677","12034",150.67,153.285848027011,1.5067,1.53285848027011
"678","12035",148.64,148.430217775495,1.4864,1.48430217775494
"679","12036",156.15,145.392216371611,1.5615,1.45392216371611
"680","12037",137.09,142.69759860223,1.3709,1.4269759860223
"681","12038",123.92,129.320908698668,1.2392,1.29320908698668
"682","12039",157.64,154.167280170327,1.5764,1.54167280170327
"683","12040",137.37,138.627000883468,1.3737,1.38627000883468
"684","12041",142.66,139.849891919315,1.4266,1.39849891919315
"685","12042",138.15,142.007660329536,1.3815,1.42007660329536
"686","12043",158.69,150.73875294627,1.5869,1.5073875294627
"687","12044",136.13,135.132026508157,1.3613,1.35132026508157
"688","12045",149.93,148.08556013006,1.4993,1.4808556013006
"689","12046",120.65,132.862462879278,1.2065,1.32862462879278
"690","12047",173.06,155.95067763569,1.7306,1.55950677635689
"691","12048",131.86,137.67262996192,1.3186,1.3767262996192
"692","12049",148.07,142.808039505089,1.4807,1.42808039505089
"693","12050",147.12,143.383617905371,1.4712,1.43383617905371
"694","12051",127.04,137.916810900037,1.2704,1.37916810900037
"695","12052",155.2,154.833106673607,1.552,1.54833106673607
"696","12053",148.63,148.682303547271,1.4863,1.4868230354727
"697","12054",144.52,148.629986813854,1.4452,1.48629986813854
"698","12055",152.93,144.458605854412,1.5293,1.44458605854412
"699","12056",158.29,153.829417541601,1.5829,1.538294175416
"700","12057",137.89,134.574631851909,1.3789,1.34574631851909
"701","12058",129.89,137.382303336947,1.2989,1.37382303336947
"702","12059",144.07,142.705168946922,1.4407,1.42705168946922
"703","12060",138.48,141.979898617061,1.3848,1.41979898617061
"704","12061",152.19,150.33114704424,1.5219,1.5033114704424
"705","12062",150.64,148.250027536929,1.5064,1.48250027536929
"706","12063",144.3,152.908435277937,1.443,1.52908435277937
"707","12064",154.03,150.386938129005,1.5403,1.50386938129005
"708","12065",140.94,148.313567613035,1.4094,1.48313567613035
"709","12066",159.45,152.683462839286,1.5945,1.52683462839285
"710","12067",157.55,152.65884380389,1.5755,1.52658843803889
"711","12068",152.6,148.66920075869,1.526,1.4866920075869
"712","12069",157.02,158.749433921167,1.5702,1.58749433921167
"713","12070",152.05,157.378211871848,1.5205,1.57378211871848
"714","12071",153.58,149.372417468241,1.5358,1.49372417468241
"715","12072",160.73,158.876102053108,1.6073,1.58876102053108
"716","12073",152.07,156.779697357837,1.5207,1.56779697357837
"717","12074",167,155.118433153981,1.67,1.55118433153981
"718","12075",125.05,137.790089372405,1.2505,1.37790089372405
"719","12076",141.09,143.257522382157,1.4109,1.43257522382157
"720","12077",153.55,154.182694486283,1.5355,1.54182694486283
"721","12078",154.88,149.764038415288,1.5488,1.49764038415288
"722","12079",136.04,144.257605246415,1.3604,1.44257605246415
"723","12080",151.83,146.229243795507,1.5183,1.46229243795507
"724","12081",155.64,152.194898159084,1.5564,1.52194898159083
"725","12082",143.47,148.115064748249,1.4347,1.48115064748249
"726","12083",156.5,159.535614303329,1.565,1.59535614303329
"727","12084",145.3,148.503241454649,1.453,1.48503241454649
"728","12085",157.27,155.600095460339,1.5727,1.55600095460339
"729","12086",151.76,141.558758877656,1.5176,1.41558758877656
"730","12087",156.38,155.100192412558,1.5638,1.55100192412558
"731","12088",135.08,148.923315117514,1.3508,1.48923315117514
"732","12089",164.83,149.119257159745,1.6483,1.49119257159745
"733","12090",157.26,158.883652565245,1.5726,1.58883652565245
"734","12091",161.3,156.891110250467,1.613,1.56891110250467
"735","12092",146.19,146.74491268875,1.4619,1.4674491268875
"736","12093",140.45,145.214066004695,1.4045,1.45214066004696
"737","12094",168.44,161.645400139751,1.6844,1.61645400139751
"738","12095",141.67,149.731234049782,1.4167,1.49731234049782
"739","12096",134.87,150.686336141661,1.3487,1.50686336141661
"740","12097",135.15,138.456693475455,1.3515,1.38456693475455
"741","12098",166.35,154.300212923397,1.6635,1.54300212923397
"742","12099",155.17,152.533155906678,1.5517,1.52533155906678
"743","12100",134.67,141.106945031677,1.3467,1.41106945031677
"744","12101",140.14,147.85054081954,1.4014,1.4785054081954
"745","12102",143.74,147.854236620584,1.4374,1.47854236620584
"746","12103",143.81,146.883640762614,1.4381,1.46883640762615
"747","12104",156.74,153.450481306388,1.5674,1.53450481306387
"748","12105",138.84,145.269407234705,1.3884,1.45269407234705
"749","12106",147.31,144.80599009198,1.4731,1.4480599009198
"750","12107",154.44,145.375819631106,1.5444,1.45375819631106
"751","12108",147.13,151.296104346651,1.4713,1.51296104346651
"752","12109",162.04,157.778455674997,1.6204,1.57778455674997
"753","12110",144.85,144.420828636048,1.4485,1.44420828636048
"754","12111",143.86,144.242442105966,1.4386,1.44242442105966
"755","12112",157.24,157.514158006521,1.5724,1.57514158006521
"756","12113",145.31,146.761213164163,1.4531,1.46761213164163
"757","12114",149.5,154.240676374689,1.495,1.54240676374689
"758","12115",145.09,145.808692801765,1.4509,1.45808692801765
"759","12116",156.27,150.39860019552,1.5627,1.5039860019552
"760","12117",144.81,150.75768585561,1.4481,1.5075768585561
"761","12118",166.85,156.4483568275,1.6685,1.564483568275
"762","12119",142.57,147.790928704203,1.4257,1.47790928704203
"763","12120",147.48,146.973976055272,1.4748,1.46973976055272
"764","12121",145.9,143.61042264384,1.459,1.4361042264384
"765","12122",146.04,144.250930303592,1.4604,1.44250930303592
"766","12123",144.73,138.438276910835,1.4473,1.38438276910835
"767","12124",154.33,147.002340442761,1.5433,1.47002340442761
"768","12125",139.5,140.554254439623,1.395,1.40554254439623
"769","12126",156.73,152.396407259357,1.5673,1.52396407259357
"770","12127",137.38,141.530877167247,1.3738,1.41530877167247
"771","12128",153.45,145.568278816341,1.5345,1.45568278816341
"772","12129",129.57,141.618082191041,1.2957,1.41618082191041
"773","12130",147.82,148.534171883685,1.4782,1.48534171883685
"774","12131",151.84,155.074171866923,1.5184,1.55074171866923
"775","12132",148.01,150.078350335824,1.4801,1.50078350335824
"776","12133",151.04,150.334086924502,1.5104,1.50334086924502
"777","12134",151.06,144.290580573415,1.5106,1.44290580573415
"778","12135",146.01,152.154912913399,1.4601,1.521549129134
"779","12136",167,160.291484896497,1.67,1.60291484896497
"780","12137",149.72,152.994084115268,1.4972,1.52994084115268
"781","12138",154.79,154.691718872874,1.5479,1.54691718872874
"782","12139",125.52,139.91305822998,1.2552,1.3991305822998
"783","12140",141.64,139.7032065323,1.4164,1.397032065323
"784","12141",161.52,152.200288261154,1.6152,1.52200288261154
"785","12142",161.93,159.122211831788,1.6193,1.59122211831788
"786","12143",145.91,147.113776969023,1.4591,1.47113776969023
"787","12144",151.81,156.729013927204,1.5181,1.56729013927204
"788","12145",155.53,156.298780529966,1.5553,1.56298780529967
"789","12146",156.99,155.000350952637,1.5699,1.55000350952637
"790","12147",146.92,147.950148134224,1.4692,1.47950148134224
"791","12148",135.85,139.205887805883,1.3585,1.39205887805884
"792","12149",142.58,144.849389946815,1.4258,1.44849389946815
"793","12150",143.04,144.071518436655,1.4304,1.44071518436655
"794","12151",149.12,144.336971740028,1.4912,1.44336971740028
"795","12152",152.13,152.942128787,1.5213,1.52942128787
"796","12153",163.23,158.489964572306,1.6323,1.58489964572306
"797","12154",142.59,152.535272727054,1.4259,1.52535272727054
"798","12155",137.28,143.887375459508,1.3728,1.43887375459508
"799","12156",146.47,143.796974123712,1.4647,1.43796974123712
"800","12157",153.5,149.288637855579,1.535,1.49288637855579
"801","12158",141.99,138.637923951925,1.4199,1.38637923951925
"802","12159",144.81,157.729223262623,1.4481,1.57729223262623
"803","12160",151.1,152.851815507757,1.511,1.52851815507756
"804","12161",152.83,147.226118298956,1.5283,1.47226118298956
"805","12162",135.91,141.045032945899,1.3591,1.41045032945899
"806","12163",158.35,150.568960498509,1.5835,1.50568960498509
"807","12164",132.49,141.869790532939,1.3249,1.41869790532939
"808","12165",153.5,152.107153363481,1.535,1.52107153363481
"809","12166",138.29,145.98573771777,1.3829,1.4598573771777
"810","12167",141.88,144.679537542325,1.4188,1.44679537542325
"811","12168",147.35,143.698071129418,1.4735,1.43698071129419
"812","12169",154.6,148.289570054583,1.546,1.48289570054583
"813","12170",150.97,148.279284304982,1.5097,1.48279284304982
"814","12171",134.83,136.026641130997,1.3483,1.36026641130997
"815","12172",155.74,151.632204184373,1.5574,1.51632204184373
"816","12173",154.56,152.308404230668,1.5456,1.52308404230668
"817","12174",141.86,145.338557188933,1.4186,1.45338557188933
"818","12175",135.76,145.93558146273,1.3576,1.4593558146273
"819","12176",131.75,143.682488271061,1.3175,1.43682488271061
"820","12177",146.58,144.074739709424,1.4658,1.44074739709424
"821","12178",154.05,151.542298285549,1.5405,1.51542298285549
"822","12179",148.92,150.836782112813,1.4892,1.50836782112813
"823","12180",145.08,143.022234903599,1.4508,1.43022234903599
"824","12181",153.02,148.633047957957,1.5302,1.48633047957957
"825","12182",142.3,141.142463212152,1.423,1.41142463212152
"826","12183",145.68,149.37151202758,1.4568,1.4937151202758
"827","12184",144.19,150.754698013513,1.4419,1.50754698013513
"828","12185",145.62,143.133404169404,1.4562,1.43133404169404
"829","12186",154.54,151.070842231637,1.5454,1.51070842231637
"830","12187",148.76,147.496359787614,1.4876,1.47496359787614
"831","12188",130.71,145.188713641255,1.3071,1.45188713641255
"832","12189",163.12,155.659012392475,1.6312,1.55659012392475
"833","12190",164.31,156.421801424043,1.6431,1.56421801424043
"834","12191",152.23,155.768682647952,1.5223,1.55768682647952
"835","12192",149.99,146.703766401076,1.4999,1.46703766401076
"836","12193",138.33,145.419855063755,1.3833,1.45419855063755
"837","12194",146.54,154.114050297268,1.4654,1.54114050297268
"838","12195",153.09,150.07062017274,1.5309,1.5007062017274
"839","12196",154.13,150.804759101009,1.5413,1.50804759101009
"840","12197",142.02,147.612011844357,1.4202,1.47612011844357
"841","12198",165.57,158.141070431142,1.6557,1.58141070431142
"842","12199",160.19,153.979311836795,1.6019,1.53979311836795
"843","12200",154.78,157.826513219087,1.5478,1.57826513219087
"844","12201",153.22,150.376018587096,1.5322,1.50376018587096
"845","12202",140.54,148.56105368878,1.4054,1.4856105368878
"846","12203",157.99,153.324029838975,1.5799,1.53324029838975
"847","12204",143.68,145.898281235815,1.4368,1.45898281235815
"848","12205",152.15,147.778724437181,1.5215,1.47778724437181
"849","12206",145.34,150.861704533714,1.4534,1.50861704533714
"850","12207",163.18,152.897104072207,1.6318,1.52897104072207
"851","12208",151.57,146.209105681145,1.5157,1.46209105681145
"852","12209",160.87,152.662316870047,1.6087,1.52662316870047
"853","12210",143.81,146.967441031333,1.4381,1.46967441031333
"854","12211",141.07,141.079176752609,1.4107,1.41079176752609
"855","12212",142.46,145.332414316591,1.4246,1.45332414316591
"856","12213",149.44,145.579165276116,1.4944,1.45579165276116
"857","12214",146.5,142.122167094963,1.465,1.42122167094963
"858","12215",158.39,151.841578223862,1.5839,1.51841578223862
"859","12216",142.04,149.674068506161,1.4204,1.49674068506162
"860","12217",151.59,147.635677287954,1.5159,1.47635677287954
"861","12218",148.3,147.971862980915,1.483,1.47971862980915
"862","12219",149.71,149.91247762837,1.4971,1.4991247762837
"863","12220",150.9,145.76314571559,1.509,1.4576314571559
"864","12221",139.29,146.180048531389,1.3929,1.46180048531389
"865","12222",151.59,149.01028656989,1.5159,1.4901028656989
"866","12223",155.49,153.862250093,1.5549,1.53862250093
"867","12224",152.6,153.46546938133,1.526,1.5346546938133
"868","12225",156.41,154.391228848217,1.5641,1.54391228848217
"869","12226",159.17,154.196108742197,1.5917,1.54196108742196
"870","12227",164.64,154.842882549979,1.6464,1.54842882549979
"871","12228",145.68,146.037417999982,1.4568,1.46037417999982
"872","12229",139.37,143.141287981157,1.3937,1.43141287981158
"873","12230",158.18,152.272772940004,1.5818,1.52272772940004
"874","12231",176.45,157.879863517687,1.7645,1.57879863517687
"875","12232",140.01,142.480197827228,1.4001,1.42480197827228
"876","12233",148.13,148.326824210496,1.4813,1.48326824210496
"877","12234",143.7,146.76835402826,1.437,1.4676835402826
"878","12235",139.55,146.325207126689,1.3955,1.46325207126689
"879","12236",146.15,150.816297012123,1.4615,1.50816297012123
"880","12237",160.34,154.412428434037,1.6034,1.54412428434037
"881","12238",155.08,152.761804601914,1.5508,1.52761804601914
"882","12239",148.87,150.981876356755,1.4887,1.50981876356755
"883","12240",146.7,149.856944281817,1.467,1.49856944281817
"884","12241",140.01,146.974746195589,1.4001,1.46974746195589
"885","12242",146.86,146.422665104262,1.4686,1.46422665104262
"886","12243",153.48,157.220139331928,1.5348,1.57220139331928
"887","12244",164.32,162.252027546908,1.6432,1.62252027546908
"888","12245",150.94,150.371759784899,1.5094,1.50371759784899
"889","12246",150.71,147.185889413791,1.5071,1.47185889413791
"890","12247",135.13,146.142886479691,1.3513,1.46142886479691
"891","12248",132.44,144.144467499785,1.3244,1.44144467499785
"892","12249",139.15,142.035866686421,1.3915,1.42035866686421
"893","12250",152.74,150.540133091649,1.5274,1.50540133091649
"894","12251",143.81,143.531912832922,1.4381,1.43531912832922
"895","12252",153.46,150.820632433255,1.5346,1.50820632433255
"896","12253",149.63,151.619066866543,1.4963,1.51619066866543
"897","12254",145.43,144.868964426404,1.4543,1.44868964426404
"898","12255",152.19,148.005296315061,1.5219,1.48005296315061
"899","12256",143.23,151.397638381965,1.4323,1.51397638381965
"900","12257",153.85,154.009124738412,1.5385,1.54009124738412
"901","12258",151.09,152.938923698526,1.5109,1.52938923698526
"902","12259",154.69,145.204046208838,1.5469,1.45204046208838
"903","12260",134.36,147.749437776275,1.3436,1.47749437776275
"904","12261",149.12,150.642418143002,1.4912,1.50642418143002
"905","12262",157.65,156.599709083333,1.5765,1.56599709083333
"906","12263",140.98,151.788178382682,1.4098,1.51788178382682
"907","12264",145.19,145.732822384242,1.4519,1.45732822384242
"908","12265",154.89,145.882267282968,1.5489,1.45882267282968
"909","12266",147.04,152.288603290254,1.4704,1.52288603290254
"910","12267",162.81,154.193607784106,1.6281,1.54193607784107
"911","12268",132.61,144.871007967922,1.3261,1.44871007967922
"912","12269",148.12,146.702622419548,1.4812,1.46702622419548
"913","12270",157.19,150.244426341069,1.5719,1.50244426341069
"914","12271",165.36,155.831357308104,1.6536,1.55831357308104
"915","12272",143.38,149.341145690678,1.4338,1.49341145690678
"916","12273",150.54,151.962191833457,1.5054,1.51962191833456
"917","12274",153.16,149.822114776047,1.5316,1.49822114776047
"918","12275",169.57,156.748460886506,1.6957,1.56748460886506
"919","12276",153.97,150.341797588223,1.5397,1.50341797588223
"920","12277",149.68,144.089163642889,1.4968,1.44089163642889
"921","12278",157.89,153.203763407758,1.5789,1.53203763407758
"922","12279",150.39,153.148211049874,1.5039,1.53148211049874
"923","12280",158.27,154.70180538677,1.5827,1.5470180538677
"924","12281",143.26,145.26163634933,1.4326,1.4526163634933
"925","12282",153.34,151.588923453721,1.5334,1.51588923453721
"926","12283",158.9,156.207191024532,1.589,1.56207191024532
"927","12284",149.26,155.088923427487,1.4926,1.55088923427487
"928","12285",132.96,138.879239529774,1.3296,1.38879239529774
"929","12286",137.35,143.091032615756,1.3735,1.43091032615757
"930","12287",158.17,162.697330909651,1.5817,1.62697330909651
"931","12288",146.89,150.838004247405,1.4689,1.50838004247405
"932","12289",161.54,150.771408130454,1.6154,1.50771408130454
"933","12290",156.63,156.160758140776,1.5663,1.56160758140776
