"","Trait.1","Trait.1_gv"
"12291",159.16,157.837942905849
"12292",159.33,156.796101514981
"12293",159.46,162.313985965697
"12294",163.85,160.63054932951
"12295",150.37,151.89896256404
"12296",152.68,160.786610080542
"12297",133.94,144.922457080928
"12298",146.73,149.727449491494
"12299",161.54,154.201080626371
"12300",153.97,155.665718408221
"12301",162.23,161.47693327754
"12302",155.3,148.931339408663
"12303",142.87,145.678316705946
"12304",166.38,160.842659557117
"12305",159,159.36738356298
"12306",147.48,151.448660355863
"12307",172.95,160.106227860321
"12308",159.37,161.202702186154
"12309",153.88,147.058685576382
"12310",161.63,155.140546107172
"12311",152.54,154.411906865152
"12312",137.8,148.915511762636
"12313",159.76,152.545933969331
"12314",154.38,157.72710524939
"12315",162.61,158.577815712265
"12316",146.9,151.208263962904
"12317",139.4,149.286717741117
"12318",177.56,162.318023118243
"12319",131.69,144.991396293145
"12320",153.89,153.485314254459
"12321",150.16,153.037147675866
"12322",135.93,145.211089130384
"12323",151.8,152.461518192218
"12324",167.41,158.052194381125
"12325",154.84,150.861981603429
"12326",149.66,151.914497233916
"12327",152.2,154.364788211485
"12328",161.88,158.311441957468
"12329",138.84,152.540871842647
"12330",143.87,147.4622164138
"12331",145.69,142.649832598317
"12332",158.04,156.990770668415
"12333",169.63,162.859235631397
"12334",167.87,163.315114999596
"12335",141.89,152.582379572993
"12336",151.1,155.753774915988
"12337",181.76,163.431610753448
"12338",152.31,152.794769051283
"12339",133.38,141.867183201511
"12340",148.61,148.628149284272
"12341",161.61,155.077366811185
"12342",138.49,140.879597646905
"12343",149.75,144.212622656479
"12344",158.35,156.839189295828
"12345",164.24,159.209796591533
"12346",168.45,159.699241414134
"12347",147.43,151.659562354921
"12348",157.61,154.519299083508
"12349",159.51,158.367456563556
"12350",145.18,146.518856920694
"12351",166.33,158.303213389166
"12352",158.7,155.470461222507
"12353",156.47,152.744364503271
"12354",156.44,155.999981276043
"12355",157.32,157.748078836251
"12356",158.71,151.703813894365
"12357",173.94,161.21041680635
"12358",148.75,152.192449987421
"12359",150.14,156.020213283058
"12360",141.66,146.936041136567
"12361",138.5,145.649783121012
"12362",141.06,150.499509020553
"12363",146.54,153.026369910474
"12364",141.55,147.684494202328
"12365",156.7,149.162606803337
"12366",149.52,147.881052925451
"12367",145,150.704010426629
"12368",136.46,146.863257116051
"12369",149.5,150.439769786302
"12370",150.96,149.292381197726
"12371",163.75,157.530297213112
"12372",146.16,143.500526450878
"12373",151.61,144.602264088977
"12374",138.53,145.038676369061
"12375",154.72,151.709568804723
"12376",162.64,151.018131291749
"12377",134.53,142.585126680819
"12378",144,142.859191502301
"12379",131.14,143.134387156675
"12380",154.99,155.127686508057
"12381",150.08,147.767125479231
"12382",162.76,150.768487933604
"12383",160.34,153.3734649495
"12384",153.92,149.064117474941
"12385",138.5,139.625496125771
"12386",152.73,148.053818160271
"12387",147.68,152.087958205831
"12388",134.63,140.990517120558
"12389",146.17,145.052670945337
"12390",146.57,150.450814966574
"12391",150.82,152.531425593777
"12392",163.07,144.415039234166
"12393",140.47,148.33702067497
"12394",153.85,153.035414200554
"12395",142,147.485177108039
"12396",135.06,148.966091046108
"12397",154.7,151.71986909522
"12398",155.28,146.450993677906
"12399",148.52,150.836766249208
"12400",165.28,152.251022569209
"12401",143.76,144.393490836385
"12402",139.43,143.810237719351
"12403",149.07,146.352284671297
"12404",150.77,154.825590738615
"12405",147.87,148.95186521253
"12406",149.84,148.597861619632
"12407",162.28,155.103340376998
"12408",138.45,146.244745797944
"12409",147.5,141.352683363511
"12410",160.15,146.266206794119
"12411",151.66,151.20332736858
"12412",145.62,153.379474772101
"12413",134.37,145.782478744894
"12414",148.85,151.498752392137
"12415",149.11,154.549917695089
"12416",162.24,157.319422050574
"12417",148.08,151.615379411084
"12418",154.51,151.783684676162
"12419",150.38,152.68866636984
"12420",146.96,149.824105493167
"12421",157.3,150.771834507771
"12422",162.37,152.114733877867
"12423",157.93,150.960107324228
"12424",150.84,149.840185681094
"12425",156.91,151.311829501941
"12426",146.47,143.88420958709
"12427",140.64,144.125888044203
"12428",143.08,147.753155631406
"12429",161.79,152.060062208817
"12430",158.36,147.309593761717
"12431",153.71,153.621612965839
"12432",147.63,148.538911110957
"12433",156.08,150.921218853884
"12434",148.84,152.359233135663
"12435",157.2,149.294074890515
"12436",153.49,149.005324356582
"12437",147.15,145.045222359324
"12438",146.46,146.87211063558
"12439",142.24,148.923381159655
"12440",154.23,151.381396816532
"12441",144.92,151.122783833081
"12442",145.68,144.140722565891
"12443",138.13,144.872404433937
"12444",150.68,150.509702414628
"12445",147.1,147.273642440638
"12446",150.69,152.898850430831
"12447",141.39,149.871752351623
"12448",156.51,155.617141422012
"12449",147.98,147.151602187392
"12450",142.12,145.972103534304
"12451",139.68,148.950537127395
"12452",138.97,144.96188788299
"12453",143.81,146.8022768265
"12454",148.13,147.846479899342
"12455",137.61,147.973954482262
"12456",167.58,153.837074378489
"12457",136.6,148.180258358134
"12458",150.81,147.828218787157
"12459",146.78,149.351027801793
"12460",144.31,143.393073859479
"12461",148.49,146.452414923645
"12462",142.05,141.590824606022
"12463",139.65,142.826590880862
"12464",132.47,148.05127458828
"12465",132.48,143.864438048593
"12466",135.92,142.228542140556
"12467",151.81,146.490066861544
"12468",146.54,144.472027285353
"12469",153.3,144.135085708302
"12470",146.6,145.699500437574
"12471",157.68,145.098480059997
"12472",151.32,144.882651997855
"12473",134.82,146.099300462751
"12474",154.77,150.139574758884
"12475",124.53,145.896220632693
"12476",151.93,145.029281731907
"12477",137.86,146.506871484563
"12478",150.15,147.420894160001
"12479",151.64,145.291278748141
"12480",133.51,142.530511932963
"12481",137.48,142.983470098853
"12482",143.1,145.345345916572
"12483",139.83,144.684934531279
"12484",136.01,143.975723521839
"12485",133.85,144.775035942322
"12486",161.22,146.852497233372
"12487",140.58,143.004713940842
"12488",164.4,148.138836131905
"12489",134.91,145.245965148481
"12490",150.92,146.591108899076
"12491",149.07,145.792020245702
"12492",150.92,143.344474842338
"12493",149.26,145.878752621008
"12494",153.9,146.574241088675
"12495",147.5,145.17477796912
"12496",139.94,143.67190146143
"12497",136.43,144.827387635003
"12498",142.37,140.842534396053
"12499",150.3,146.414833131472
"12500",145.1,145.870172719712
"12501",151.86,144.267079355078
"12502",157.89,145.296644769691
"12503",151.13,149.029700164096
"12504",143.15,144.965741840433
"12505",137.73,144.80794006157
"12506",130.72,143.383411392041
"12507",147.19,146.50527548918
"12508",137.69,146.079850903882
"12509",153.32,148.355227171419
"12510",153.95,148.109439805567
"12511",141.52,141.096423365711
"12512",141.16,144.04184332053
"12513",144.2,142.211776657568
"12514",161.42,148.96208391806
"12515",156.62,150.174323828278
"12516",155.91,149.150664292815
"12517",138.92,145.306758471819
"12518",144.9,145.847984890069
"12519",135.21,142.055806613256
"12520",151.51,142.560895206017
"12521",151.17,145.71806171294
"12522",140.33,147.703475024563
"12523",147.25,143.314102303863
"12524",149.14,143.492909999335
"12525",143.98,150.148732016191
"12526",139.92,143.150328301389
"12527",137.64,145.928317778002
"12528",141.64,148.979639131818
"12529",144.34,147.214599456789
"12530",160.96,144.329403403813
"12531",142.42,146.037754945584
"12532",136.4,142.628664916483
"12533",152.5,145.321706635846
"12534",133.04,140.744287334283
"12535",154.37,148.438833490033
"12536",138.4,145.989489819597
"12537",154.54,147.835049648783
"12538",148.16,147.219616552508
"12539",146.64,147.321929944932
"12540",133.82,144.333618979582
"12541",148.72,147.242690060639
"12542",135.71,147.097699312082
"12543",145.97,145.115413280298
"12544",149.71,148.172377350142
"12545",151.12,148.361769229601
"12546",134.25,146.517380535338
"12547",144.09,147.52299513746
"12548",147.19,143.932180154618
"12549",145.26,143.121574697779
"12550",127.69,143.054940693049
"12551",151.87,151.195150635642
"12552",139.78,142.275001671314
"12553",144.08,144.484210399047
"12554",145.22,143.844769986181
"12555",142.24,141.608896045566
"12556",151.61,143.478116258504
"12557",149.97,147.03589360202
"12558",138.66,141.004888919972
"12559",144.35,145.928388090142
"12560",138.53,142.196468494462
"12561",159.67,148.123737265221
"12562",140.21,145.7426184758
"12563",152.36,148.539097621383
"12564",144.83,147.663702006747
"12565",140.45,148.240639964129
"12566",131.65,141.69596197581
"12567",153.92,144.16497840035
"12568",152.66,148.272761692047
"12569",143.02,148.378310117119
"12570",147.59,148.040222478989
"12571",140.9,145.886243928558
"12572",149.07,153.093951281229
"12573",159.68,150.301429977465
"12574",146.76,145.295942464173
"12575",153.03,147.154763174901
"12576",150.02,146.813865175034
"12577",138.72,141.021200510604
"12578",151.26,143.460525306115
"12579",138.02,143.874224340449
"12580",146.09,144.201532821903
"12581",156.14,149.367444753589
"12582",140.77,149.630837771961
"12583",137.48,143.269081881898
"12584",136.42,140.984272915907
"12585",145.43,148.277406167371
"12586",149.39,144.810571480297
"12587",155,146.350169779305
"12588",142.71,143.705484488609
"12589",158.24,148.311887515313
"12590",156.83,144.304391997921
"12591",139.9,143.628566371616
"12592",149.25,145.645599853409
"12593",143.7,145.840827358093
"12594",143.24,145.029148667236
"12595",143.14,150.962886270904
"12596",142.87,144.046216434218
"12597",149.02,149.239882475623
"12598",156.18,149.180049419699
"12599",149.62,144.582447373835
"12600",168.22,153.643037124947
"12601",137.49,140.502376572319
"12602",140.04,145.274998593873
"12603",143.9,148.647404010824
"12604",135.55,139.583818045558
"12605",142.82,147.328957941003
"12606",141.03,141.580507809473
"12607",153.31,148.833533688313
"12608",152.5,147.711162901155
"12609",140.1,144.468656066131
